../data/depth_1/depth_0.png| ../data/color_1/color_0.jpg| [0.7747936389249731, -0.07617711075765285, 0.23993275112239842, -0.058821685528344506, 0.33778114981464, -0.1950307453029149, 0.9189161618603157]| (-0.023138778284192085, 0.45961692929267883, -1.5557971000671387, -1.0685597658157349, 0.4517478346824646, 1.032974362373352)| False| [-9.119999885559082, -5.960000038146973, 21.360000610351562, -1.3109999895095825, -0.7695000171661377, 0.06199999898672104]
../data/depth_1/depth_1.png| ../data/color_1/color_1.jpg| [0.7754186696622523, -0.07712660905747193, 0.22930561517326586, -0.054564063606655284, 0.34815165865570324, -0.19407584395264268, 0.9155040973868336]| (-0.016723042768465812, 0.44120736446346653, -1.5314635476612475, -1.0323223884361847, 0.46097800056606286, 1.0087810219300133)| False| [-9.600000381469727, -6.199999809265137, 21.360000610351562, -1.2979999780654907, -0.7894999980926514, 0.06599999964237213]
../data/depth_1/depth_2.png| ../data/color_1/color_2.jpg| [0.7755809988679069, -0.07893278157473796, 0.2186521486149106, -0.0492850991297683, 0.3584931105707877, -0.1941757841987484, 0.9117836549905086]| (-0.01960671996665897, 0.4595443877110235, -1.5413658052911694, -0.9971016829665003, 0.4645072895543652, 0.9839733819101752)| False| [-9.180000305175781, -5.079999923706055, 22.079999923706055, -1.3394999504089355, -0.7459999918937683, 0.05249999836087227]
../data/depth_1/depth_3.png| ../data/color_1/color_3.jpg| [0.7748293587485136, -0.08173564445678286, 0.21050121234097854, -0.043579016486218404, 0.3665900855096926, -0.19616686992140134, 0.9084223344201364]| (-0.022998366415194038, 0.472123205404128, -1.547609710273985, -0.9698980209989984, 0.4695223303388907, 0.9682372870291488)| False| [-8.720000267028809, -5.840000152587891, 22.219999313354492, -1.309999942779541, -0.7440000176429749, 0.05050000175833702]
../data/depth_1/depth_4.png| ../data/color_1/color_4.jpg| [0.7732287930880659, -0.08500324315854524, 0.2033910937143481, -0.03781037212135438, 0.3743704637797992, -0.19944444820477897, 0.9047867393422794]| (-0.02601852635221269, 0.4815888929590024, -1.5520648340403933, -0.9446557484371687, 0.4775682030438234, 0.9551750421741982)| False| [-8.760000228881836, -5.5, 22.079999923706055, -1.340499997138977, -0.7444999814033508, 0.07649999856948853]
../data/depth_1/depth_5.png| ../data/color_1/color_5.jpg| [0.7709888093965717, -0.0879710892742671, 0.19585096313087022, -0.03243466716750704, 0.38370793830158995, -0.20314108447247134, 0.9002499154398319]| (-0.027568787846355636, 0.4912468734905067, -1.5575512356581702, -0.9153290456914673, 0.4903203356476033, 0.9381603746617158)| False| [-8.600000381469727, -4.739999771118164, 22.84000015258789, -1.3244999647140503, -0.7294999957084656, 0.05050000175833702]
../data/depth_1/depth_6.png| ../data/color_1/color_6.jpg| [0.7683746683113718, -0.09038978900900775, 0.18920894222939044, -0.027770306454373235, 0.3929805495528096, -0.20702848419746586, 0.8955078472484213]| (-0.027715353791423647, 0.4992927485365944, -1.5631383053150318, -0.8870227051811136, 0.5059426059925957, 0.9214203643446921)| False| [-8.039999961853027, -6.0, 22.479999542236328, -1.2829999923706055, -0.6700000166893005, 0.06800000369548798]
../data/depth_1/depth_7.png| ../data/color_1/color_7.jpg| [0.765939173561668, -0.09239583602840519, 0.185184192291587, -0.02366951334716668, 0.3993552921383436, -0.210786771673529, 0.8919215445690603]| (-0.02775769516278348, 0.5029775259270062, -1.5660828276299146, -0.8676380875233045, 0.5189438177790557, 0.9122348745936866)| False| [-7.360000133514404, -5.599999904632568, 21.84000015258789, -1.2244999408721924, -0.5105000138282776, 0.05400000140070915]
../data/depth_1/depth_8.png| ../data/color_1/color_8.jpg| [0.763974453650792, -0.09445065437725114, 0.18363059237486212, -0.019975040737434488, 0.4022513035392556, -0.21424519973115222, 0.8898841952415305]| (-0.028882569593046692, 0.5025109854513512, -1.5654990886450393, -0.8585766827762656, 0.5264490333751709, 0.9116702919211881)| False| [-6.420000076293945, -5.579999923706055, 21.799999237060547, -1.0199999809265137, -0.35499998927116394, 0.03449999913573265]
../data/depth_1/depth_9.png| ../data/color_1/color_9.jpg| [0.7620914557367616, -0.0971221928600269, 0.18312763224568793, -0.0178311175545807, 0.4036835316010545, -0.217717670091862, 0.8884372086369561]| (-0.030928278438700718, 0.5001430270705031, -1.5630203893226597, -0.856314565356834, 0.5319126446446552, 0.914248415396132)| False| [-6.71999979019165, -6.28000020980835, 22.639999389648438, -1.0110000371932983, -0.49900001287460327, 0.07599999755620956]
../data/depth_1/depth_10.png| ../data/color_1/color_10.jpg| [0.7599586776697576, -0.10017298621490148, 0.18244901911487055, -0.02090774819851554, 0.40610702856154157, -0.22067168613469829, 0.8865348015485076]| (-0.03206972786961104, 0.4983505593460358, -1.5612021026908929, -0.8588121931231597, 0.540664867237623, 0.9113897700586127)| False| [-7.019999980926514, -5.880000114440918, 22.920000076293945, -0.9854999780654907, -0.5444999933242798, 0.061000000685453415]
../data/depth_1/depth_11.png| ../data/color_1/color_11.jpg| [0.7577920152129012, -0.10270091109273673, 0.18124456460641397, -0.034118437663793806, 0.4105930803792347, -0.2214914034803408, 0.8838499944789173]| (-0.03011049147680367, 0.4987029552762738, -1.561605270606175, -0.8687268968662886, 0.5550397896714955, 0.8963750794486085)| False| [-7.519999980926514, -6.420000076293945, 22.739999771118164, -1.1130000352859497, -0.6514999866485596, 0.05900000035762787]
../data/depth_1/depth_12.png| ../data/color_1/color_12.jpg| [0.7558631608356539, -0.10435800161343252, 0.17974375878447527, -0.05932134481211107, 0.4166763714130571, -0.21931262176577898, 0.8802066538546223]| (-0.024484008544481517, 0.5012340346862212, -1.563765040335658, -0.8893045111661672, 0.5740704933378328, 0.8686128983649984)| False| [-7.300000190734863, -6.5, 22.920000076293945, -1.097499966621399, -0.6759999990463257, 0.061000000685453415]
